y_test,y_pred,true_width,pred_width,abs_error
1748.98,1746.8419835644268,1748.98,1746.8419835644268,2.138016435573263
1303.88,1302.225280867764,1303.88,1302.225280867764,1.654719132236096
1307.04,1304.7396281261713,1307.04,1304.7396281261713,2.3003718738286807
1238.49,1235.5126412200827,1238.49,1235.5126412200827,2.9773587799172674
1253.45,1256.9611344254924,1253.45,1256.9611344254924,3.5111344254924006
1181.75,1176.649485678653,1181.75,1176.649485678653,5.100514321346964
1157.64,1162.5501580602827,1157.64,1162.5501580602827,4.910158060282583
1271.64,1268.3019665241468,1271.64,1268.3019665241468,3.338033475853308
1054.75,1053.1132123006823,1054.75,1053.1132123006823,1.636787699317665
1138.37,1137.6067629046704,1138.37,1137.6067629046704,0.7632370953294867
1312.6,1309.7389653195642,1312.6,1309.7389653195642,2.8610346804357505
1285.01,1287.2181440676331,1285.01,1287.2181440676331,2.2081440676331567
1272.73,1275.5584243395263,1272.73,1275.5584243395263,2.8284243395262365
1678.82,1671.2722433057043,1678.82,1671.2722433057043,7.5477566942956855
1193.82,1192.6160687186284,1193.82,1192.6160687186284,1.2039312813715242
974.33,977.7718368300881,974.33,977.7718368300881,3.44183683008805
1287.79,1287.174819031499,1287.79,1287.174819031499,0.6151809685009084
1534.9,1535.5249937651538,1534.9,1535.5249937651538,0.6249937651537039
1049.72,1042.1936547799141,1049.72,1042.1936547799141,7.5263452200858865
1303.55,1303.3670840491204,1303.55,1303.3670840491204,0.18291595087953283
1300.92,1305.5803485438876,1300.92,1305.5803485438876,4.660348543887494
1353.47,1352.2370771491253,1353.47,1352.2370771491253,1.2329228508747292
1108.35,1110.0505883066448,1108.35,1110.0505883066448,1.7005883066449314
1412.19,1412.0289749602284,1412.19,1412.0289749602284,0.16102503977162996
990.24,992.6422112038642,990.24,992.6422112038642,2.4022112038642263
1243.4,1241.1849053254116,1243.4,1241.1849053254116,2.2150946745884994
1033.84,1041.3427371988935,1033.84,1041.3427371988935,7.502737198893556
1193.52,1184.9103626727826,1193.52,1184.9103626727826,8.609637327217342
1054.89,1052.5617474166345,1054.89,1052.5617474166345,2.328252583365611
1179.58,1181.2327203817135,1179.58,1181.2327203817135,1.652720381713607
1103.94,1102.3571162082605,1103.94,1102.3571162082605,1.5828837917395049
1230.92,1230.6657767593495,1230.92,1230.6657767593495,0.2542232406506173
1539.72,1537.3024809245187,1539.72,1537.3024809245187,2.417519075481323
1284.0,1285.5500670376,1284.0,1285.5500670376,1.5500670376000016
1169.5,1170.0298267641074,1169.5,1170.0298267641074,0.5298267641073835
1273.62,1271.2495728264669,1273.62,1271.2495728264669,2.3704271735330167
1340.26,1335.698084060295,1340.26,1335.698084060295,4.561915939704932
1321.06,1322.0584410845652,1321.06,1322.0584410845652,0.9984410845652292
1159.08,1159.9018391573281,1159.08,1159.9018391573281,0.8218391573282133
1362.45,1350.0368226337982,1362.45,1350.0368226337982,12.413177366201808
1188.06,1192.4902709127446,1188.06,1192.4902709127446,4.430270912744618
1075.82,1077.248344289922,1075.82,1077.248344289922,1.4283442899220518
1286.46,1285.9268986682798,1286.46,1285.9268986682798,0.5331013317202178
975.94,977.2435765471844,975.94,977.2435765471844,1.3035765471843206
1539.29,1534.4702880546265,1539.29,1534.4702880546265,4.819711945373456
1284.18,1288.7156843907758,1284.18,1288.7156843907758,4.535684390775714
1289.0,1290.2644386826134,1289.0,1290.2644386826134,1.264438682613445
1184.94,1185.4445826000976,1184.94,1185.4445826000976,0.5045826000975921
1159.86,1161.5809880054235,1159.86,1161.5809880054235,1.7209880054235782
1261.94,1258.9540678346862,1261.94,1258.9540678346862,2.9859321653138977
1286.11,1288.5808755092137,1286.11,1288.5808755092137,2.4708755092137835
1529.89,1529.9124690796602,1529.89,1529.9124690796602,0.02246907966014078
1420.19,1419.5004157761805,1420.19,1419.5004157761805,0.6895842238195655
1582.32,1588.2003108930226,1582.32,1588.2003108930226,5.880310893022624
1432.34,1434.8991289593907,1432.34,1434.8991289593907,2.5591289593908186
1499.13,1498.4552116392665,1499.13,1498.4552116392665,0.6747883607336007
1376.55,1379.0353204305666,1376.55,1379.0353204305666,2.485320430566617
1127.77,1121.2024429089392,1127.77,1121.2024429089392,6.567557091060735
1404.42,1410.3356256763159,1404.42,1410.3356256763159,5.915625676315813
1554.94,1556.5457512328567,1554.94,1556.5457512328567,1.605751232856619
1675.13,1667.834717953343,1675.13,1667.834717953343,7.295282046657121
986.11,983.8602665520284,986.11,983.8602665520284,2.2497334479716073
1310.71,1314.5340487004978,1310.71,1314.5340487004978,3.8240487004977695
1054.78,1053.4480080598323,1054.78,1053.4480080598323,1.3319919401676543
1686.32,1680.5802773547093,1686.32,1680.5802773547093,5.7397226452906125
971.93,970.3697373814422,971.93,970.3697373814422,1.560262618557772
1548.66,1548.0236703626997,1548.66,1548.0236703626997,0.6363296373003777
1270.12,1271.6722809341181,1270.12,1271.6722809341181,1.5522809341182437
1288.68,1289.732691710008,1288.68,1289.732691710008,1.0526917100080482
1546.86,1544.1296628636583,1546.86,1544.1296628636583,2.7303371363416318
1487.0,1490.1143264783896,1487.0,1490.1143264783896,3.1143264783895575
1412.82,1415.4710461382483,1412.82,1415.4710461382483,2.6510461382483754
1540.18,1539.424079904185,1540.18,1539.424079904185,0.7559200958150996
1520.16,1515.4137784411296,1520.16,1515.4137784411296,4.746221558870502
1255.36,1254.8762236019359,1255.36,1254.8762236019359,0.4837763980640375
1483.08,1482.8798363697726,1483.08,1482.8798363697726,0.20016363022728
1263.18,1265.5956204736306,1263.18,1265.5956204736306,2.415620473630497
1082.85,1084.729210709273,1082.85,1084.729210709273,1.8792107092731385
1270.98,1276.5530799496496,1270.98,1276.5530799496496,5.573079949649582
1312.66,1313.9944238968349,1312.66,1313.9944238968349,1.3344238968347781
1289.35,1285.926177681044,1289.35,1285.926177681044,3.4238223189558994
1326.85,1323.6929508825556,1326.85,1323.6929508825556,3.1570491174443305
1234.22,1230.74396139005,1234.22,1230.74396139005,3.4760386099501375
1275.04,1276.9059882116658,1275.04,1276.9059882116658,1.8659882116658082
1353.01,1358.2198348441068,1353.01,1358.2198348441068,5.209834844106808
1544.62,1542.8882328936452,1544.62,1542.8882328936452,1.7317671063547095
1018.38,1020.7449328817347,1018.38,1020.7449328817347,2.364932881734717
1214.57,1214.512228954594,1214.57,1214.512228954594,0.057771045405843324
1209.38,1208.6002766384836,1209.38,1208.6002766384836,0.7797233615165169
1155.17,1154.0720727094422,1155.17,1154.0720727094422,1.097927290557891
1291.5,1290.8388809555809,1291.5,1290.8388809555809,0.6611190444191379
1545.85,1546.724565282509,1545.85,1546.724565282509,0.8745652825091383
1295.18,1295.1347518120479,1295.18,1295.1347518120479,0.04524818795221108
1791.6,1801.8877296585638,1791.6,1801.8877296585638,10.287729658563876
990.91,992.2519227310873,990.91,992.2519227310873,1.3419227310873794
1191.56,1192.3192765008253,1191.56,1192.3192765008253,0.7592765008253082
1196.69,1199.1402255629982,1196.69,1199.1402255629982,2.4502255629981846
1303.06,1295.63925047462,1303.06,1295.63925047462,7.420749525379961
1257.3,1251.6806261235984,1257.3,1251.6806261235984,5.619373876401596
1136.13,1128.2999685062282,1136.13,1128.2999685062282,7.830031493771912
1305.79,1317.4395052823434,1305.79,1317.4395052823434,11.649505282343398
1549.89,1540.5119831595212,1549.89,1540.5119831595212,9.37801684047895
1109.11,1110.9111349351056,1109.11,1110.9111349351056,1.8011349351056651
1276.24,1277.2792967833775,1276.24,1277.2792967833775,1.0392967833774946
1323.48,1324.1611059755355,1323.48,1324.1611059755355,0.6811059755355018
990.44,992.3685872159899,990.44,992.3685872159899,1.9285872159898645
1836.32,1838.3659198489518,1836.32,1838.3659198489518,2.0459198489518258
1499.67,1506.5611750950088,1499.67,1506.5611750950088,6.891175095008748
1298.36,1295.703056539725,1298.36,1295.703056539725,2.656943460274988
1075.78,1093.759988502582,1075.78,1093.759988502582,17.979988502582046
1471.15,1468.879444748679,1471.15,1468.879444748679,2.270555251321184
1269.13,1264.1797767381295,1269.13,1264.1797767381295,4.950223261870633
1281.99,1285.6143880686832,1281.99,1285.6143880686832,3.6243880686831744
1576.5,1574.7840468719473,1576.5,1574.7840468719473,1.7159531280526608
